Session ID,User ID,Market,Sign-up,Experiment ID,Variant ID
TGVJDAZF612T36LNHU8H,02D27PHFUZOO2PGXG3,Denmark,false,Experiment037,Variant 2
2FZB77W0EMCZBM7LSJJ7,02D96LSIZ3F7PE741L,Norway,false,Experiment037,Control
G7HESCLZ9MJGL0C11WLN,02DJ2XUVFHLS29P8S7,Norway,false,Experiment037,Variant 2
L4BU4E2RTW3YLVZWSF4W,02KZK4W5NXQCDHDZ56,Finland,false,Experiment037,Variant 2
9ZBEA99VU8B6QH6PEK6M,02MXVZHB3YK4OZIF1Y,Sweden,false,Experiment037,Variant 2
P94WP2JFVC7PWU65N47T,02NEBJRJ87YIKER290,Sweden,false,Experiment037,Control
9TMVO3KXYLMVQ5Z7BFSE,02ODJHXIZTZ25YZC23,Finland,false,Experiment037,Variant 1
6HLRU0LF47G4DQ2CXC0A,02PFI40KV5N4PGSBD4,Sweden,false,Experiment037,Variant 1
50BEFQ5VLXPYVFJRLNOR,02SNF0KA256F535HN7,Finland,false,Experiment037,Variant 1
W3C16CESAIE76Y2YICOD,02TC9X1FYN4IGRF0DU,Finland,false,Experiment037,Control
PMTWGTY1BXN3Z7I2CDPN,02UKK5YC44O2DLJF1V,Sweden,true,Experiment037,Control
0153EAZ2KDK7WROYO5C4,02UYY1DXNWUDAHX919,Sweden,false,Experiment037,Control
2UV8IGSYYIUFQMQRMJSU,02ZTU3JCMPP2QICCT4,Denmark,true,Experiment037,Variant 1
9OPIPJVNTPHNO4R56BQO,031L96YZDE4LQFLWHV,Sweden,false,Experiment037,Control
QV51UVXA85391ZWXKFDQ,0345LDZPD3N6PZE52I,Sweden,false,Experiment037,Variant 2
2EXCVW0OMHB963ASI3QW,035FDX6EBC427QCIDZ,Denmark,false,Experiment037,Variant 1
W92F3ZFFUSJ18XLZLD50,036KZ00B412U9D391P,Denmark,false,Experiment037,Variant 1
CFPSD7FXOHF3I35SNPJ6,036L7MF7BW0MOJQ3O6,Denmark,false,Experiment037,Variant 2
KVWI387EFQ79Q0JYO0BT,037Q28EM8JMTO8B6R5,Finland,false,Experiment037,Control
9G6JFOQHIU0DQRX398KW,03ATK22805NH671UBR,Finland,false,Experiment037,Control
6G04N3U5W9C899UDCCIZ,03GFBQQUOAL5PV48YG,Finland,false,Experiment037,Variant 1
3HQ15IDC9GJ6NR6ZQ1B5,03GZCMCXXFWQ5FZO4H,Norway,true,Experiment037,Variant 1
YQ0H5W64HP8S21M5HR3U,03IDCPXTJW0Q9LRIBK,Finland,false,Experiment037,Variant 1
IIFNMP61XB5TM1G6B7H9,03IZ4DQHY9BWMAR1L6,Finland,false,Experiment037,Variant 2
DWPYIKY409NWPTCF2DAH,03JR5CLVHBEN03C0LR,Sweden,false,Experiment037,Variant 2
P5AZQB22DXL1AA5ANR5V,03KSTOBUV8F51HJUZT,Norway,false,Experiment037,Variant 2
T7JN3VRCB2R176FT6Z5Y,03L83HGYKG6S35FXE7,Norway,true,Experiment037,Variant 2
K8E84VOIR2BIJV1AH6US,03LDP2X95SSHYFX6XH,Denmark,false,Experiment037,Control
NHTMK7BTLQO88LYKYL5R,03M0PM564WS3RKFHD8,Finland,false,Experiment037,Control
1VP80L1ARWVDKRGU83Q6,03P8TRKU6GH4UQ96VQ,Sweden,false,Experiment037,Variant 2
UMUNQVRTH7XJ9HV5OM4L,03PKV9ZDVAS5OTL06U,Denmark,false,Experiment037,Variant 1
X9HK32V3TNZB6E1TFU8S,03QTKFLI6QL21TA3RN,Sweden,false,Experiment037,Control
3GOPTTVFTEKB3HHQ83AE,03S8AY4D43VZXAH7CX,Denmark,true,Experiment037,Variant 1
X9OAASHKBMWOJ9TYMYM6,03SZGSALU12C8FWAU0,Finland,false,Experiment037,Control
54IC4ODQ42K5CAHQH6ZB,03U09G9G6NZJSTQ6Z8,Sweden,false,Experiment037,Variant 2
G0TRRQRZ9C741KLYT53B,03U6L3KM5FR51JOUFY,Sweden,true,Experiment037,Control
SIRNAMKODWJ6KNT859K4,0423OWGISUAQ3QSZO2,Finland,false,Experiment037,Variant 1
0J6GFFMMBSSBZFTWOF18,043SEM0X4FV973ZIPM,Finland,false,Experiment037,Variant 2
0J6GFFMMBSSBZFTWOF18,043SEM0X4FV973ZIPM,Finland,false,Experiment037,Control
ZMSIK070LV8B5DE4Z8T1,04481UHW1TD8AZOAFT,Norway,false,Experiment037,Variant 1
MRX0DVXJBFRQW3UJMLID,044NGGWY0TBJ30Y47I,Sweden,false,Experiment037,Variant 1
45BPE3R916BB5LFO5OJO,044Y3VJB3UXJ81U4N7,Sweden,false,Experiment037,Control
5ZF9EM5PAMKHY5X1NC90,0453OLS7XEX8AP0SLU,Finland,true,Experiment037,Control
TW1ACVMCK3QG9MTFLADO,045CR0O3BK3BWHNJI8,Sweden,false,,
XSUG02SATFS946CBXAOK,046CXQIOXQLICGL2GE,Sweden,false,Experiment037,Variant 2
RVQ45MN52T0510ZGTJBO,049DXKGA8TDQP1KQLN,Norway,false,Experiment037,Variant 2
KWV8R48D2UA2P5WOQS1F,04A0V0QNEDZ0SAU6ZF,Sweden,false,Experiment037,Control
BD4Y0H0HEY3UWKVTBSLA,04A475RVLZ6RD2WGZW,Denmark,false,Experiment037,Variant 2
CGI8ZEM3JWKLMPIJ2I6X,04AYK9PO2D40SPXK7K,Denmark,false,Experiment037,Control
VRL2HU50W8O9L9UGE0R9,04CTZYL0ZEJUH14DYT,Sweden,false,Experiment037,Control
3JOPG8IOV2KFZHQMWBVB,04IWJEK49GNQ2I27RA,Norway,false,Experiment037,Variant 2
AQDTS2IH6N955ZKHDV3G,04LX71PNY4GTUJZZBO,Sweden,false,Experiment037,Variant 1
62FDQZQ1BJ4SIZ97RRKM,04LZQA3RXWSUC0LXXL,Denmark,true,Experiment037,Variant 2
TGYLL6CDGXQ1Z5R3IZVB,04RB9EZRNP5PM3WRXB,Finland,false,Experiment037,Variant 1
C8HCJJ34HIGUUL732BJO,04TPZUN0BWEFWHYVWV,Sweden,false,Experiment032,Variant 1
VSYERFQRIJ90044XYWLM,04U5EOZDI2HTTDUT16,Finland,false,Experiment037,Control
ZLXD5FB5VG7H2UJHVOO5,04UP4W1DYTE9FI4A8F,Sweden,false,Experiment037,Variant 1
H61M1KSR192M61FCD8K7,04V90X1G5L7Q0QMQG5,Denmark,true,,
R8PXK76FE2Y2BTL5WXIX,04VQGEQIM79JM100TE,Sweden,false,Experiment037,Control
99N3KZCNLRGB6PCTC8AI,04WV2MU48F0I0MCK95,Finland,false,Experiment037,Variant 1
0T0S4FY3FAZJMDXKDCDJ,04YT34QAO8JKGQQOGL,Sweden,false,Experiment037,Variant 2
Q6E21K68WVF5EJRDR0TI,052TDFKS6D8VQ02SHA,Sweden,false,Experiment037,Variant 2
DKEJOA8FC61LU4U2J3WV,0540FQLP3TNQ7PO4GN,Finland,false,Experiment037,Variant 1
ONDYTXWYTN76QWP3HBDV,0540W4DBL7R8YVBBTK,Norway,false,Experiment037,Control
ZC4BX5U3MQXZB95JMKO7,056JI5WKPPAFLUILJD,Sweden,false,Experiment037,Variant 2
4SD7O2FG0YAIVVBF2AQ5,0574JYXLNPTMU49JB6,Finland,true,Experiment037,Control
YT0ULZX6DZSPSNOQ2BY5,05AL6Y0G8X6447VM0P,Denmark,false,Experiment037,Variant 2
7NWHKDBD51VVWM5HIUL8,05CNZROU8LIG5RFWE4,Finland,false,,
VQXFJM5XXLHM89XKW9NQ,05DVHGRGCUBQZGKIFL,Sweden,false,Experiment037,Variant 2
45EUC90KHOMH8DI7AZ57,05E20G35PMDC55725Q,Denmark,false,Experiment037,Variant 1
NRYPOY5YY9H9PPFNUY1F,05EVKFUFQZ1WP296SD,Sweden,false,Experiment037,Variant 2
X8VKBWW05Q7WC1L273CW,05O16KOKOF7UK3PW3B,Denmark,false,Experiment037,Control
PPDV4DYO8ZTUNB2I0AXF,05QDQKVT6T11CA9ZLP,Sweden,false,,
KO5GK9P6846HF9LJNN2Y,05SWQQBWDRURVHL41L,Finland,false,Experiment037,Variant 2
RI11KQUY5GRKKDVQ5OMG,05TFSHL16HYBTHA1UK,Sweden,false,Experiment037,Variant 2
1J3IZSKKHPNHUQKBQXBI,05TNSLNHOZ5AR9XWG1,Norway,true,Experiment037,Variant 1
TN7H2B6EV1DRVRFZQBRJ,05UAHQO74J8R5N8LUC,Denmark,false,Experiment037,Variant 2
VU2Y7FSLNLVS23FC0CKQ,05XKHXUJ1B4XPTTBCZ,Denmark,true,Experiment037,Variant 2
MHLXTWVW006HU8UJD7Q5,060JNBY9D3HUUBUF7Q,Norway,false,Experiment032,Variant 2
CYGMY2SVBV87E0RCUXZT,060UO0TNH0POEIMIAT,Denmark,false,Experiment037,Variant 2
NYHO08EDUTF2C9QY8UBK,061DJJNQ4R14VQB13Y,Denmark,false,Experiment037,Control
SYSME22QX4EB9YZFAAS5,066YBNXA4ALABLIBZ5,Denmark,false,Experiment037,Control
5TH1101BRUZWSN6H6FUN,069EWEGATSYP9EQMA0,Sweden,false,Experiment037,Variant 1
PSLQ70Z7UC92SULW1LB3,069T1LQ8OLJLZ9RLEJ,Norway,false,Experiment037,Control
KW2KJPOY7DLPVF6SO1PG,069X2ANLCMJIMQ4JF9,Norway,false,Experiment037,Control
9TE3QACQLSWK9D11IB49,06BOIX8WJYPX5AT211,Denmark,true,Experiment037,Variant 1
1EHC83TWWQ7WBZ7GZ7J2,06C5JSSCTB4BEOA6MV,Denmark,false,Experiment037,Variant 2
U1HD6KGYK92K0BKJO5V5,06DIKWEYW2AG8DN6MH,Norway,false,Experiment037,Variant 2
9D4BULU0KDRXGY0QPDRH,06E6F9O4CVKZHZJTP2,Denmark,false,Experiment037,Variant 2
CBNPJLBCY77W7FG2XDYC,06GBPOCRQ8AKJOVOUL,Sweden,false,Experiment037,Variant 1
6227L3IL8BJMCBMHG1O5,06HJ9TF0BK8IIVDUPW,Sweden,true,Experiment037,Variant 1
XOQAX6ASOS1RMRSWTS74,06J46DRXG6VV329VAB,Sweden,false,Experiment037,Variant 2
ETAK94XOB2VK4TO8QD42,06N8BSE1CX2KK68RR9,Sweden,false,Experiment037,Variant 1
H7CYJPMJ6FEA1D7B1CZH,06ORGVYQSX84OAJQPG,Norway,false,Experiment037,Control
ZTB6QFLOCVU80FKQ94M2,06OXMKX1ZE82X8YVG6,Denmark,false,,
PND0XQ21VCBJMX1MP6VA,06R2A8J3QGDIY615RD,Denmark,false,Experiment037,Control
0VO1RW2XT0BVOLI4C5GF,06RYJO7AB0GYXX3X67,Denmark,false,Experiment037,Control
SNDVO96BS6O7MOTEQEOH,06SHIYPI09Z40MXLLH,Denmark,false,Experiment037,Variant 2
4TS13ZRY5YZ1L7JJH9Z7,06SQSNWDKYH08CR7GN,Denmark,true,Experiment032,Variant 2
7MIYDVL4AXBPQOLW6426,06V7ES37GIP1S5GFZV,Finland,true,,
0MB2QRNZDFPUHGNGKTY5,06VVXG47GI39T0GYVY,Sweden,false,Experiment037,Variant 2
NDK4503BI147OY9HI5Q8,06W7Z08H1YG936ZBEC,Denmark,false,Experiment037,Variant 2
W4SOM0C71KVXDUKJ2YGQ,06XEBQIO36NH9FWH7I,Finland,false,Experiment037,Control
V1SPEBJST2YQMP89CI2E,06Z3LNPW43CVET8X46,Sweden,false,Experiment037,Control
I3SHPHWI57ROO2WWAVG5,070UBI909IDCZD7W2S,Finland,false,Experiment037,Control
8NBBXKSA10L6QN3ZP5GX,0719JAY9LUTE1SRP76,Finland,true,Experiment037,Variant 2
O0996VI77WVYPW40DZSG,0774B5ATRVDN2COWZ9,Sweden,false,Experiment037,Variant 1
881RJALW7BZJ8LT4O1XE,077SDAF96PYZKMMCA9,Denmark,false,Experiment037,Control
APXBLIZ8E4PYSANA5PNR,078NEHGSRLKCAHF87I,Denmark,false,,
R64KDRD72XVBFYUP4N15,079I399NRB9EP5BGM0,Finland,false,Experiment037,Control
7U9AS91U33Z7P3GQVW5W,079SY1HI026DTP8YN6,Denmark,true,,
KDJQS9SCO9IG8ITV3F7B,07BGTVGBDS2T8YMEWZ,Finland,false,Experiment037,Control
M6A1CP5JAGGDDYEGC8KL,07BJPEDR099IL29SC6,Sweden,false,Experiment037,Variant 1
0MCPLN74ELZQK6D54KQ0,07BXJD7VUXT8ULBYOT,Sweden,false,Experiment037,Variant 1
I72JIKSVVPQG4D2G3CY7,07CQ3FX0U8H9FDA8ZF,Sweden,false,Experiment037,Variant 1
XE2KDJ7DJ6RLWYDMR231,07EBON2BXUUT8VZDES,Sweden,false,Experiment037,Control
INA8RAEKX5PCH5VQ0CZ8,07G7IZJTAVWNFLS8HE,Norway,false,Experiment037,Variant 1
VC1C4TRFK37391G969PD,07GS3PP3LWIGMY7JXN,Finland,false,Experiment032,Variant 1
9AB63I1SU4YZ50B5LCY4,07HYBBL03QI1Z4KUES,Norway,true,Experiment037,Control
HG8PQ3R9L1KFZPIR6SII,07IM6U2MJPMLGKMVXU,Norway,true,Experiment032,Control
F7PW5WTS2H2RELJQ5D4Z,07J75UWGDWMN5GTUUN,Finland,false,Experiment037,Variant 2
YVGKSDJDW3LFR6NDMP4W,07JRUDD3EABZUOY9R3,Denmark,false,Experiment037,Variant 1
Z3VP3PX98FDRFZ0KPSOZ,07KOLCXPO07AVMR6PE,Norway,false,Experiment037,Control
NV7YJZZV2CZAUZ6HV5PX,07KRATKIUPOCCIFZ15,Norway,false,Experiment037,Variant 2
1V68MMI1JZZ3YD96ARV5,07MFAPT5TR5C0IDYSO,Denmark,false,Experiment037,Control
HZ0KWJWD0UIOZOWE3X49,07O8IUW4YN7A0T8X9P,Denmark,false,Experiment037,Control
7EYKM1UZ0ZOFDD3MIN1C,07PJQ7WXBTRELN1712,Sweden,false,Experiment037,Control
VEVOWGPVQOP5ODVYWBVE,07U8TELLE5G532Q2QD,Sweden,false,Experiment037,Control
BO5NCKS13EALT97AJP0B,07VTE51PZTA06GZULN,Sweden,false,,
B65O8NHL6UHNLYAICDOE,07VYOF5WWOKA9OZL9B,Denmark,false,Experiment037,Variant 1
UP6T4565DJORI9US6GRP,07VZ53AIKINWGE9NFB,Finland,false,Experiment037,Control
S3Y8HU1KMRY6X9J16K7V,07ZWA5NDAZUF0GIJLF,Denmark,true,Experiment037,Control
45BD4HMBD33QP5C1AY40,07ZYWYLO5KHOLAGXQO,Denmark,true,Experiment037,Variant 2
TIVBALPYGRAFBX4CU092,081RPU2KTJI59PJ9QZ,Sweden,false,Experiment037,Variant 1
4ZSH13LSYVS43JOX7Q6Z,082354XZCJ5P3K0UIM,Denmark,false,Experiment037,Variant 2
MNVUIDJ8IPRJUOOKT7VR,0835W2U1TTO34JBP5G,Denmark,false,Experiment037,Variant 2
GNBZVJKABJWPNETSF6IA,0884KMKEW1ZNH4CUP6,Finland,true,Experiment037,Variant 2
HY3330CCNNDRA2QVQW1H,088P2NW0EFC219M7ZG,Denmark,false,Experiment037,Variant 1
7BT8CGCM2ZPH4Q04BFQF,0895L2K75OJKYS34LT,Sweden,false,Experiment037,Control
1ZS4UE4U2D49QI6EQYFM,089SGQQ5GNXIDW2Y5X,Finland,false,,
84PWXQC9ATVCKSF1IBR5,08A7BD7DGKKBHB61DX,Denmark,false,Experiment037,Variant 2
9LNAJHZIBQNX1QOXO2AP,08AY9X1PYFS45XMN9G,Sweden,false,Experiment037,Variant 2
8DLEIOOVUAITNXEYGDIX,08BTDHIMF6MQRJFKE5,Sweden,false,Experiment037,Variant 1
85AHQQ8VRMOVROAE7XOG,08GF2T11E319VMVJYU,Finland,true,Experiment037,Variant 1
25TVVA64OF6FKVRJ1ZRH,08GRSR75MXNE7F0DCI,Sweden,false,Experiment037,Variant 2
R545V6EHNYQKK6PCV3AH,08H1L1JHTQJ3WH8UD3,Denmark,false,Experiment037,Control
IYZDJENQ1EV2YTQ2OEHU,08I7WCE069DNJTNJ0C,Norway,false,Experiment037,Control
BF6QCTG4X46RN6YIHORI,08JXNS2E4EGF4DLYKN,Finland,false,Experiment037,Variant 2
2QANHDLCG3OCD4V6X3KK,08JY7251GAMNSGT80U,Denmark,false,Experiment037,Control
EU0BI1CCTQ6PS7W2Y33R,08K84UY409EBY6WRR0,Sweden,false,Experiment037,Variant 2
QYAII36TZ7V6U3N72J52,08KO8JXZ0JVB1Y9TV7,Sweden,false,Experiment037,Control
UAOGOYC3ND9CEY4KHZB1,08LTL5QMF6TBDP18ZE,Norway,false,Experiment037,Variant 2
UHGQ858ZCIACMW8QHZYL,08OFH29L1VUBWUWBL9,Denmark,false,,
XR34D3ODN3RN2BEJST3S,08Q238S5CDDMH4KLP6,Denmark,false,Experiment037,Variant 1
EDI59WPIHAQYOE4ZL4UF,08RFQCLRRY3VU05YG2,Finland,false,Experiment037,Control
Q7XGTFN2JYMN6HBZ6NHA,08VGS8DA5IV032FBMU,Norway,false,Experiment037,Variant 1
MFT7RGPNNDNA6H063TFA,08XNYNL4B1FKQCTC5V,Norway,false,Experiment032,Variant 2
2J9E0GPCK4UYJKYFDV2K,08XSARL3KXL2A44DU2,Sweden,false,Experiment037,Variant 1
6RF5AXPAK3OE53BUEHYI,08Y3MSSNJOEVPXEC9G,Norway,false,Experiment037,Variant 1
SB4CQREJVB2P7C0B44UN,0903SCS4JCBF60V0GC,Norway,false,Experiment037,Variant 1
BR87J5YXU7ZEF55HRAXQ,090TY6YRK3XPUCW81M,Sweden,true,Experiment037,Variant 2
7C7OGAG7TRHQ46JRA4EZ,095B0G3SQL1DKYJL51,Sweden,false,Experiment037,Control
F7AT5Z2YZ1TPI56SAZGG,0983FRR7OO0JDTI63G,Norway,false,Experiment037,Control
K1GDHPDVOOZXG1U07HDP,0985BRJIO9FOKS8Q4S,Sweden,false,,
IMDM7C6V3C8MY6SZ18N5,09865TU0YZ5ZDPYPK7,Denmark,false,Experiment037,Variant 1
MCHBFOL5F0MWJNCLYA5X,099IQDZFV783I2CUQ0,swe,true,Experiment037,Control
TUVAQDFS3W52HUQQUO0Y,09AVNHDSZGGHDPT7SV,Sweden,false,,
7D5TIFUPA9RIUILXEM89,09GHATSE0PET38XWFP,Denmark,true,Experiment037,Control
PQMV29TMXMB6F4DMXV42,09HGCTSXG00I35DSQ4,Denmark,false,,
LXYJ93U9N8WMXFWAO1ER,09IPWVWKTYC9BHFHNY,Sweden,false,Experiment037,Control
CS6VRC6WHNVOBHBJ4M08,09JD0I9UMBWYJ8VTZ8,Sweden,false,Experiment037,Variant 2
Z02GD8UHLPPR1O8EYO9C,09NH50KV3N6N2C8G8R,Denmark,false,Experiment037,Variant 1
FQRDOE72IGPWSVB89FDS,09OB6K5JVCQPEF2E5O,Finland,false,Experiment037,Variant 2
I899G70FIKV8R6NL3JVF,09PFQU9ERQNTZ6016J,Denmark,false,Experiment037,Variant 1
QLCIQO0QHOIP5FHY0O2B,09RYLDAWF2BZSX0VNN,Finland,false,Experiment037,Variant 2
MY5A8SLT62PNGFU9VSYC,09SAZZQPPNZLPBP41V,Norway,false,Experiment037,Control
BKU1BD7IKYZY283OKNNQ,09SN9TM65DMZATKWST,Denmark,false,Experiment037,Control
HL28O7PH5A11PR3UOA7W,09Z5ZPQJZBTDHCRIBZ,Sweden,false,Experiment037,Control
2OHUSWKKX9XCVBX3BU6L,09ZO28KQ46WE1L5VF4,Sweden,false,Experiment037,Variant 1
OWV1GMMNJ9HQG1MLAZJH,0A214NVNTF1MMDHRK3,Denmark,false,Experiment037,Variant 1
B46TQIANOS39JAXLSNKZ,0A5UHRQDDRIBM06KNS,Finland,true,Experiment037,Variant 2
50DQJXBK9VKPVNYJFLSI,0AAB59Y4D9V5GHOWPL,Sweden,false,Experiment032,Control
L7B5AYDDIRKFPHSEZYYI,0AAHQ4QHAZ5HOXTS8T,Denmark,false,Experiment037,Variant 1
XPFQ3EQ9K6S4FRPU53R5,0AB9F8SIU8ACFB1TX3,Sweden,false,Experiment037,Variant 2
IGSMQWEQU30NCNZX6T0L,0AD8MCYPLZQAN46A2G,Denmark,false,Experiment037,Control
VN7QWC2VBPHR7TMZYPCE,0ADN3BJ8QSMDJW3JN2,Denmark,false,Experiment037,Variant 2
438RQN4X87CZWOD2VYMR,0ADP7W9KP7MYUDZQUJ,Denmark,false,Experiment037,Control
6XK8AHWT5KG3MCGMYW6E,0AE2XXL2VD5Q43SOP1,Denmark,false,Experiment037,Variant 2
R2RDTAXXEZR9AJQ8D0KC,0AFFLCMOSK0IYY7F1Q,Finland,false,Experiment037,Variant 1
49X9SUSMUGHI5HJA43OK,0AGXQ5ISQWWJACRQIP,Denmark,true,Experiment037,Variant 2
69N2M1FH8MVROA7GUND2,0AGYC8I0CRK2Y2PR8S,Denmark,false,Experiment037,Variant 2
8TX6LRPOHPTVKLD4L74X,0AIMNNV4A41P8RZQPH,Denmark,false,Experiment037,Control
Q8VUE933AES59338T86Z,0AMED9AUGAJQ1K7GQW,Finland,false,Experiment037,Control
R76VSG39IKW8ECT04VVA,0ANA687BGK762NSV16,Norway,false,Experiment037,Control
VMTBUBG5KD64PSX42ZIP,0AQ0XTDP4EYI64ABCI,Sweden,true,Experiment032,Control
XNX16D60DM62KUZW9P3V,0AWP4W5RCLZ3HS3RZW,Denmark,false,Experiment037,Variant 1
6OSYAK1JI769LFAUREUE,0AWVIFRY738OM2ING9,Sweden,false,Experiment032,Variant 1
JWEAMUZUR59Q8KUZD7R8,0AY86E5G6K49UC1XD6,Denmark,false,Experiment037,Variant 1
N3HS9F7J4K8K5ZVA2V5Y,0AZE6BR6Y0SP6TM7FO,Denmark,false,Experiment037,Control
KHX2D35US78KO2C91UYC,0B291BS5MZVJ46KF30,Sweden,false,Experiment037,Control
2FM61IJZYGZZ78V9CK79,0B2L72XBXSHP74H1QS,Denmark,false,Experiment037,Variant 1
CZFGK3J3H09JCNXAQQ7T,0B2UZ7XC4711VAHIVB,Denmark,false,Experiment037,Variant 2
1A6H418KIJL30RV13Z6U,0B33MPUNX282DAYZ7M,Sweden,false,Experiment037,Variant 1
8SIW7W364112A94FJFVZ,0B4YECGWMOPK2BNSEU,Sweden,true,Experiment037,Variant 1
R75HV8SGK378XHOP774Z,0B7PDRH0MVE1DQFFMY,Sweden,false,Experiment037,Control
BSMNCY9FLVS16XALOWFX,0B88HRKX897XZY76M7,Denmark,false,Experiment037,Variant 1
UQNK2GAGNP8PUMR2UI4Q,0B9YDBLBRR1CGQRQ6J,Finland,false,Experiment037,Variant 1
GQ23G6GXKIL8D91MWSXP,0BAN7O4BVZXBQ8MXBC,Sweden,true,Experiment037,Variant 1
59XGGENZAMWTGFI1J8GY,0BARTT2VBMTZUAICOQ,Finland,false,Experiment037,Variant 2
QCTKR763WAXEFLOXSJ0W,0BBZAQVARYZ1EZ5RPS,Sweden,false,Experiment037,Variant 1
6B86CQ86VWK31JNKXVTL,0BDNV5M9YF7PSZF22F,Denmark,false,,
HSYRPM68JXLPNGGEJ970,0BFZPU2PT1ACT2KERA,Finland,false,Experiment037,Variant 1
QZIWVYRY921B0TNRP6FX,0BIFVQO6URFT7OCMM0,Denmark,true,Experiment037,Variant 1
J4GO3S6EBS7ZIQEA4MDL,0BLY7QN64PFLB290G2,Denmark,false,Experiment037,Variant 1
1ZD5PFSPWJUQS0SND1I7,0BM3334VWZ6K23JS96,Denmark,false,Experiment037,Control
9D7S34OTPZ0P6L2BH2NS,0BNBN7OCLPW702I071,Norway,false,Experiment037,Variant 2
GHJVD20CUGIGNP8OCWB6,0BPBYBYQSBD92K8ZG3,Sweden,false,Experiment037,Variant 2
NJCT909KCXJZ5HMCOU20,0BQ6O4AR89ZM1NN5AC,Norway,false,Experiment037,Control
DNQZBKFZ7ZZF6PTQU5MC,0BUUNHP5625V0C6B8X,Sweden,false,Experiment037,Variant 2
GESM1BFO1Y593XRACG6U,0BV3YWB6FX2POZMI9V,Denmark,false,Experiment037,Control
GG0R0EU0Y0SVKCSJEO5M,0BXM7WS532JMR91SW7,Denmark,false,Experiment037,Control
